Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adversaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Banc;Q. Urbaniak-Dornstauder;12;48;0,8;48,8;4;6;0,67;4;6;0,67;0;0;;2;2;1;;;;;;;;10;1;2;3;0;1;0;1;0;1;2;7;11;11;Q. Urbaniak-Dornstauder
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Banc;J. Adams;26;44;0,73;44,73;6;10;0,6;4;6;0,67;2;4;0,5;3;5;0,6;;;;;;;;17;3;4;7;3;0;1;0;0;1;3;9;22;24;J. Adams
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;3;0;2;0;0;0;0;0;0;0;0;Team / Coach
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Banc;TOTAUX EQUIPE;;;;;24;59;0,41;18;40;0,45;6;19;0,32;9;11;0,82;7;32;11;6;29;17;10;63;11;28;39;16;13;7;2;1;15;14;0;77;0;TOTAUX EQUIPE
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;A. Ngo Ndjock;30;57;0,95;57,95;3;10;0,3;2;8;0,25;1;2;0,5;0;0;;;;;;;;;7;1;4;5;5;2;2;0;0;2;1;5;10;0;A. Ngo Ndjock
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;L. Mendez Camps;13;36;0,6;36,6;1;5;0,2;1;5;0,2;0;0;;0;0;;;;;;;;;2;0;3;3;4;1;1;0;0;2;1;0;5;7;L. Mendez Camps
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;A. Alston;33;25;0,42;25,42;8;13;0,62;6;9;0,67;2;4;0,5;3;3;1;;;;;;;;21;0;3;3;2;3;5;0;0;3;3;4;23;22;A. Alston
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;O. Diarisso;28;58;0,97;58,97;3;10;0,3;3;10;0,3;0;0;;1;2;0,5;;;;;;;;7;1;6;7;0;2;0;2;1;2;1;1;6;23;O. Diarisso
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;Capitaine;Starter;E. Tahane(C);29;26;0,43;26,43;5;9;0,56;5;9;0,56;0;0;;2;2;1;;;;;;;;12;0;4;4;1;4;1;0;0;3;2;5;10;31;E. Tahane(C)
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;A. Merceron;13;26;0,43;26,43;2;3;0,67;2;3;0,67;0;0;;0;0;;;;;;;;;4;0;1;1;2;0;1;0;0;1;0;7;7;4;A. Merceron
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;M. Dursus;16;4;0,07;4,07;4;7;0,57;2;4;0,5;2;3;0,67;1;1;1;;;;;;;;11;1;1;2;1;0;0;0;0;4;1;9;11;8;M. Dursus
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;Q. Urbaniak-Dornstauder;7;7;0,12;7,12;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;1;1;1;0;0;0;0;1;0;11;1;11;Q. Urbaniak-Dornstauder
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;J. Adams;26;31;0,52;31,52;6;9;0,67;5;6;0,83;1;3;0,33;5;6;0,83;;;;;;;;18;2;8;10;1;1;0;0;0;2;6;18;24;24;J. Adams
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;13;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;32;67;0,48;26;55;0,47;6;12;0,5;12;14;0,86;21;40;8;18;33;15;8;82;5;32;37;17;13;10;2;1;20;15;0;98;0;TOTAUX EQUIPE
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Starter;A. Ngo Ndjock;33;19;0,32;19,32;3;13;0,23;1;7;0,14;2;6;0,33;2;4;0,5;;;;;;;;10;1;3;4;1;3;0;0;0;4;2;-2;0;0;A. Ngo Ndjock
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Starter;L. Mendez Camps;12;50;0,83;50,83;0;2;0;0;1;0;0;1;0;0;0;;;;;;;;;0;0;0;0;3;0;0;0;0;1;0;1;1;7;L. Mendez Camps
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Starter;A. Alston;42;31;0,52;31,52;7;20;0,35;5;13;0,38;2;7;0,29;11;12;0,92;;;;;;;;27;0;5;5;4;3;0;0;1;2;6;11;19;22;A. Alston
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Starter;O. Diarisso;34;44;0,73;44,73;6;9;0,67;6;9;0,67;0;0;;1;1;1;;;;;;;;13;4;7;11;1;1;0;1;0;2;6;1;22;23;O. Diarisso
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;Capitaine;Starter;E. Tahane(C);38;41;0,68;41,68;5;11;0,45;5;11;0,45;0;0;;2;2;1;;;;;;;;12;4;6;10;0;5;1;0;0;4;1;7;12;31;E. Tahane(C)
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;A. Merceron;14;8;0,13;8,13;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;1;3;4;0;1;0;2;0;3;0;-3;4;4;A. Merceron
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;M. Dursus;14;1;0,02;1,02;2;4;0,5;1;2;0,5;1;2;0,5;1;2;0,5;;;;;;;;6;0;1;1;0;0;1;0;0;1;2;9;5;8;M. Dursus
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;J. Adams;34;46;0,77;46,77;3;9;0,33;2;5;0,4;1;4;0,25;4;9;0,44;;;;;;;;11;1;8;9;1;5;1;0;2;2;7;6;6;24;J. Adams
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;4;4;8;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;14;Championat de France;Exterieur;Victoire;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;26;69;0,38;20;49;0,41;6;20;0,3;21;30;0,7;8;34;14;11;17;17;11;79;15;37;52;10;19;3;3;3;19;24;0;76;0;TOTAUX EQUIPE
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Starter;A. Ngo Ndjock;30;17;0,28;17,28;7;12;0,58;5;6;0,83;2;6;0,33;3;3;1;;;;;;;;19;0;1;1;6;2;0;0;0;2;3;-1;19;0;A. Ngo Ndjock
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Starter;L. Mendez Camps;8;4;0,07;4,07;2;4;0,5;1;2;0,5;1;2;0,5;0;0;;;;;;;;;5;0;0;0;0;0;0;0;0;2;0;3;3;7;L. Mendez Camps
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Starter;A. Alston;34;11;0,18;11,18;0;8;0;0;4;0;0;4;0;0;0;;;;;;;;;0;1;1;2;2;4;1;1;1;1;1;1;-6;22;A. Alston
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Starter;O. Diarisso;14;9;0,15;9,15;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;2;2;1;0;1;0;0;2;0;-9;4;23;O. Diarisso
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;Capitaine;Starter;E. Tahane(C);35;34;0,57;34,57;8;13;0,62;8;13;0,62;0;0;;6;8;0,75;;;;;;;;22;2;2;4;2;2;0;1;0;2;6;-8;20;31;E. Tahane(C)
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Banc;A. Merceron;13;1;0,02;1,02;1;2;0,5;1;1;1;0;1;0;2;2;1;;;;;;;;4;1;3;4;0;1;0;0;0;1;2;-11;6;4;A. Merceron
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Banc;M. Kaba;29;45;0,75;45,75;3;7;0,43;3;7;0,43;0;0;;4;6;0,67;;;;;;;;10;0;1;1;2;1;2;1;1;3;3;-3;9;5;M. Kaba
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Banc;M. Dursus;6;5;0,08;5,08;0;2;0;0;0;;0;2;0;0;0;;;;;;;;;0;1;0;1;0;1;0;0;0;1;0;-13;-2;8;M. Dursus
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Banc;J. Adams;27;45;0,75;45,75;2;6;0,33;1;2;0,5;1;4;0,25;1;2;0,5;;;;;;;;6;2;8;10;4;3;2;1;0;4;1;-9;15;24;J. Adams
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;66;L. Petiteau
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;4;6;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;15;Championat de France;Domicile;Defaite;Lattes Montpellier;;Banc;TOTAUX EQUIPE;;;;;23;54;0,43;19;35;0,54;4;19;0,21;16;21;0,76;14;32;6;11;20;5;7;66;9;22;31;17;15;6;4;2;18;16;0;73;0;TOTAUX EQUIPE
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Starter;A. Ngo Ndjock;24;0;0;0;1;5;0,2;1;2;0,5;0;3;0;1;2;0,5;;;;;;;;3;0;5;5;2;2;0;0;0;3;2;-11;3;0;A. Ngo Ndjock
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Starter;L. Mendez Camps;19;54;0,9;54,9;4;6;0,67;2;3;0,67;2;3;0,67;0;0;;;;;;;;;10;1;1;2;2;1;1;0;0;2;1;8;12;7;L. Mendez Camps
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Starter;A. Alston;33;27;0,45;27,45;9;15;0,6;5;6;0,83;4;9;0,44;0;0;;;;;;;;;22;1;3;4;2;4;1;0;0;1;0;14;19;22;A. Alston
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Starter;O. Diarisso;14;24;0,4;24,4;1;2;0,5;1;2;0,5;0;0;;2;2;1;;;;;;;;4;0;3;3;1;1;0;0;1;2;1;7;6;23;O. Diarisso
24-25;16;Championat de France;Exterieur;Defaite;Chartres;Capitaine;Starter;E. Tahane(C);38;18;0,3;18,3;5;11;0,45;5;11;0,45;0;0;;0;0;;;;;;;;;10;2;5;7;3;3;2;2;2;3;2;2;15;31;E. Tahane(C)
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Banc;A. Merceron;10;36;0,6;36,6;0;2;0;0;2;0;0;0;;0;0;;;;;;;;;0;1;0;1;1;1;0;0;0;0;0;-4;-1;4;A. Merceron
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Banc;M. Kaba;29;24;0,4;24,4;5;13;0,38;5;13;0,38;0;0;;5;6;0,83;;;;;;;;15;4;4;8;3;4;2;1;1;1;5;-11;16;5;M. Kaba
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Banc;M. Dursus;3;1;0,02;1,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;2;0;0;0;1;0;-3;-2;8;M. Dursus
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Banc;J. Adams;26;47;0,78;47,78;1;9;0,11;0;4;0;1;5;0,2;4;6;0,67;;;;;;;;7;1;7;8;3;3;2;0;3;4;7;-7;7;24;J. Adams
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;16;Championat de France;Exterieur;Defaite;Chartres;;Banc;TOTAUX EQUIPE;;;;;26;63;0,41;19;43;0,44;7;20;0,35;12;16;0,75;10;28;17;3;22;3;10;71;12;30;42;17;21;8;3;7;17;18;0;79;0;TOTAUX EQUIPE
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Starter;A. Ngo Ndjock;35;9;0,15;9,15;6;10;0,6;6;9;0,67;0;1;0;0;0;;;;;;;;;12;1;3;4;7;2;1;0;0;1;0;2;18;0;A. Ngo Ndjock
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Starter;L. Mendez Camps;29;26;0,43;26,43;8;12;0,67;5;8;0,63;3;4;0,75;5;6;0,83;;;;;;;;24;0;0;0;1;3;1;0;0;0;3;12;18;7;L. Mendez Camps
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Starter;O. Diarisso;22;16;0,27;16,27;4;8;0,5;4;8;0,5;0;0;;3;4;0,75;;;;;;;;11;1;3;4;0;1;0;2;0;0;2;-7;11;23;O. Diarisso
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Starter;J. Adams;28;26;0,43;26,43;0;4;0;0;3;0;0;1;0;3;6;0,5;;;;;;;;3;2;9;11;4;2;3;0;0;3;4;-7;12;24;J. Adams
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;Capitaine;Starter;E. Tahane(C);33;49;0,82;49,82;8;12;0,67;8;12;0,67;0;0;;1;2;0,5;;;;;;;;17;0;2;2;4;3;1;0;2;3;4;14;16;31;E. Tahane(C)
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Banc;A. Merceron;18;43;0,72;43,72;3;3;1;1;1;1;2;2;1;0;0;;;;;;;;;8;2;2;4;1;0;0;0;0;2;0;0;13;4;A. Merceron
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Banc;M. Kaba;23;26;0,43;26,43;1;6;0,17;1;6;0,17;0;0;;2;2;1;;;;;;;;4;1;4;5;1;6;0;0;0;3;3;10;-1;5;M. Kaba
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Banc;M. Dursus;8;5;0,08;5,08;2;4;0,5;0;2;0;2;2;1;0;0;;;;;;;;;6;0;2;2;1;0;1;0;1;3;1;1;8;8;M. Dursus
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Banc;I. Nguinabe;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;I. Nguinabe
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;2;5;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;17;Championat de France;Domicile;Victoire;Basket Landes;;Banc;TOTAUX EQUIPE;;;;;32;59;0,54;25;49;0,51;7;10;0,7;14;20;0,7;16;32;10;13;18;11;8;85;10;27;37;19;18;7;2;3;15;17;0;99;0;TOTAUX EQUIPE
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Starter;A. Ngo Ndjock;29;39;0,65;39,65;8;13;0,62;8;9;0,89;0;4;0;3;3;1;;;;;;;;19;0;2;2;2;7;1;0;1;5;3;-11;12;0;A. Ngo Ndjock
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Starter;L. Mendez Camps;23;6;0,1;6,1;2;6;0,33;1;4;0,25;1;2;0,5;0;0;;;;;;;;;5;0;3;3;2;1;0;0;0;1;1;-18;5;7;L. Mendez Camps
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Starter;A. Alston;29;53;0,88;53,88;6;11;0,55;1;1;1;5;10;0,5;0;0;;;;;;;;;17;0;3;3;4;2;1;0;0;2;1;-14;18;22;A. Alston
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Starter;O. Diarisso;18;25;0,42;25,42;3;5;0,6;3;5;0,6;0;0;;3;4;0,75;;;;;;;;9;1;1;2;0;1;1;0;0;2;2;-6;8;23;O. Diarisso
24-25;18;Championat de France;Exterieur;Defaite;Charnay;Capitaine;Starter;E. Tahane(C);29;37;0,62;37,62;5;9;0,56;4;7;0,57;1;2;0,5;2;2;1;;;;;;;;13;1;7;8;0;0;2;1;1;2;2;-12;20;31;E. Tahane(C)
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Banc;A. Merceron;14;32;0,53;32,53;1;2;0,5;1;1;1;0;1;0;0;0;;;;;;;;;2;0;3;3;0;2;0;0;0;2;0;-16;2;4;A. Merceron
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Banc;M. Kaba;18;23;0,38;23,38;0;2;0;0;2;0;0;0;;1;2;0,5;;;;;;;;1;1;2;3;0;4;0;0;0;5;4;-11;-3;5;M. Kaba
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Banc;M. Dursus;15;56;0,93;56,93;0;3;0;0;2;0;0;1;0;0;0;;;;;;;;;0;2;0;2;1;1;1;0;0;3;0;-11;0;8;M. Dursus
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Banc;J. Adams;20;28;0,47;28,47;0;7;0;0;4;0;0;3;0;4;6;0,67;;;;;;;;4;1;1;2;0;2;2;0;1;3;3;-1;-3;24;J. Adams
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;18;Championat de France;Exterieur;Defaite;Charnay;;Banc;TOTAUX EQUIPE;;;;;25;58;0,43;18;35;0,51;7;23;0,3;13;17;0,76;14;28;9;5;7;1;7;70;7;22;29;9;20;8;1;3;25;16;0;60;0;TOTAUX EQUIPE
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Starter;A. Ngo Ndjock;27;11;0,18;11,18;7;14;0,5;2;6;0,33;5;8;0,63;2;2;1;;;;;;;;21;0;1;1;4;1;0;1;0;3;3;15;19;0;A. Ngo Ndjock
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Starter;L. Mendez Camps;25;16;0,27;16,27;4;8;0,5;3;6;0,5;1;2;0,5;2;2;1;;;;;;;;11;0;1;1;3;0;0;0;0;1;1;10;11;7;L. Mendez Camps
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Starter;A. Alston;33;14;0,23;14,23;4;11;0,36;4;8;0,5;0;3;0;2;2;1;;;;;;;;10;2;2;4;4;2;0;0;0;3;3;23;9;22;A. Alston
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Starter;O. Diarisso;19;5;0,08;5,08;3;8;0,38;3;7;0,43;0;1;0;0;0;;;;;;;;;6;2;4;6;0;3;1;0;0;2;1;-3;5;23;O. Diarisso
24-25;19;Championat de France;Domicile;Victoire;Landerneau;Capitaine;Starter;E. Tahane(C);29;40;0,67;40,67;6;8;0,75;6;8;0,75;0;0;;3;4;0,75;;;;;;;;15;0;4;4;5;1;3;0;0;4;4;28;23;31;E. Tahane(C)
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Banc;A. Merceron;6;5;0,08;5,08;1;3;0,33;1;2;0,5;0;1;0;0;0;;;;;;;;;2;2;1;3;0;0;0;0;1;1;0;-10;3;4;A. Merceron
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Banc;M. Kaba;23;11;0,18;11,18;7;13;0,54;7;12;0,58;0;1;0;0;1;0;;;;;;;;14;2;3;5;0;1;2;1;1;2;2;12;14;5;M. Kaba
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Banc;M. Dursus;10;41;0,68;41,68;1;2;0,5;0;0;;1;2;0,5;0;0;;;;;;;;;3;1;1;2;0;2;0;0;0;0;0;-7;2;8;M. Dursus
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Banc;J. Adams;24;47;0,78;47,78;1;4;0,25;1;3;0,33;0;1;0;2;3;0,67;;;;;;;;4;2;6;8;3;3;2;0;0;2;3;12;10;24;J. Adams
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;5;7;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;19;Championat de France;Domicile;Victoire;Landerneau;;Banc;TOTAUX EQUIPE;;;;;34;71;0,48;27;52;0,52;7;19;0,37;11;14;0,79;21;44;12;18;23;16;10;86;13;28;41;19;14;8;2;2;18;17;0;102;0;TOTAUX EQUIPE
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Starter;A. Ngo Ndjock;33;19;0,32;19,32;7;20;0,35;6;12;0,5;1;8;0,13;1;2;0,5;;;;;;;;16;4;6;10;1;3;2;0;0;1;1;1;12;0;A. Ngo Ndjock
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Starter;L. Mendez Camps;22;59;0,98;59,98;5;9;0,56;5;6;0,83;0;3;0;0;0;;;;;;;;;10;1;1;2;3;3;1;0;0;1;2;7;9;7;L. Mendez Camps
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Starter;A. Alston;26;29;0,48;29,48;2;12;0,17;2;7;0,29;0;5;0;6;6;1;;;;;;;;10;0;1;1;2;2;1;0;0;1;4;-1;2;22;A. Alston
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Starter;O. Diarisso;14;47;0,78;47,78;0;3;0;0;3;0;0;0;;2;2;1;;;;;;;;2;1;1;2;1;0;2;0;0;2;1;-12;4;23;O. Diarisso
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;Capitaine;Starter;E. Tahane(C);34;23;0,38;23,38;1;6;0,17;1;6;0,17;0;0;;1;1;1;;;;;;;;3;4;6;10;2;0;0;1;1;1;3;-2;11;31;E. Tahane(C)
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;A. Merceron;9;8;0,13;8,13;3;3;1;3;3;1;0;0;;0;1;0;;;;;;;;6;1;1;2;0;1;0;0;0;2;1;6;6;4;A. Merceron
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;M. Kaba;25;13;0,22;13,22;4;10;0,4;3;7;0,43;1;3;0,33;0;0;;;;;;;;;9;1;1;2;0;1;1;0;1;2;3;18;5;5;M. Kaba
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;M. Dursus;5;5;0,08;5,08;0;1;0;0;0;;0;1;0;0;0;;;;;;;;;0;0;0;0;1;1;0;0;0;2;0;0;-1;8;M. Dursus
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;I. Nguinabe;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;I. Nguinabe
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;J. Adams;27;28;0,47;28,47;1;6;0,17;0;4;0;1;2;0,5;0;0;;;;;;;;;3;4;11;15;0;2;2;0;0;1;0;13;13;24;J. Adams
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;3;0;2;0;0;0;0;0;0;0;0;Team / Coach
24-25;20;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;23;70;0,33;20;48;0,42;3;22;0,14;10;12;0,83;16;34;16;12;18;10;10;59;18;29;47;10;15;9;1;2;13;15;0;62;0;TOTAUX EQUIPE
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Starter;A. Ngo Ndjock;29;54;0,9;54,9;2;11;0,18;1;5;0,2;1;6;0,17;0;0;;;;;;;;;5;0;4;4;4;4;1;0;0;3;1;-10;1;0;A. Ngo Ndjock
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Starter;L. Mendez Camps;20;39;0,65;39,65;1;5;0,2;0;2;0;1;3;0,33;0;0;;;;;;;;;3;0;3;3;3;0;0;0;0;0;0;13;5;7;L. Mendez Camps
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Starter;A. Alston;28;58;0,97;58,97;4;14;0,29;4;10;0,4;0;4;0;2;2;1;;;;;;;;10;0;2;2;3;6;0;0;0;2;2;-13;-1;22;A. Alston
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Starter;O. Diarisso;17;29;0,48;29,48;2;2;1;2;2;1;0;0;;4;4;1;;;;;;;;8;1;2;3;1;1;1;0;0;2;2;1;12;23;O. Diarisso
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;Capitaine;Starter;E. Tahane(C);31;42;0,7;42,7;4;10;0,4;4;9;0,44;0;1;0;4;4;1;;;;;;;;12;3;4;7;2;3;2;2;1;1;4;-6;16;31;E. Tahane(C)
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;A. Merceron;13;2;0,03;2,03;1;3;0,33;1;3;0,33;0;0;;0;0;;;;;;;;;2;1;1;2;0;0;0;0;0;0;0;7;2;4;A. Merceron
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;M. Kaba;24;38;0,63;38,63;2;6;0,33;2;6;0,33;0;0;;2;2;1;;;;;;;;6;2;6;8;2;1;1;1;0;3;1;0;13;5;M. Kaba
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;M. Dursus;10;18;0,3;18,3;2;3;0,67;1;2;0,5;1;1;1;6;7;0,86;;;;;;;;11;0;1;1;1;1;0;0;0;4;4;-2;10;8;M. Dursus
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;J. Adams;23;20;0,33;20,33;1;3;0,33;1;2;0,5;0;1;0;0;0;;;;;;;;;2;4;5;9;1;2;1;0;0;4;3;-20;9;24;J. Adams
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;3;0;0;0;0;0;0;0;0;Team / Coach
